,id,url,title,description,date,image
10,MPZVZOYQHQAHJ60DUZC8TLIVPLE53UAF,http://www.scmp.com/week-asia/politics/article/3105282/indonesias-omnibus-law-hardline-cleric-enters-fray-protests,Indonesia’s Omnibus Law: hardline cleric enters fray as protests continue,An exiled Indonesian firebrand Muslim cleric has called on his followers to lay siege on Jakarta’s presidential palace on Tuesday afternoon and...,2020-10-13 05:55:44,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/methode/2020/10/13/fbf65b6c-0d0f-11eb-94e0-02af7fd927c6_image_hires_162004.jpg?itok=1aNFSxPe
11,6AYZWI8CRWBZZKPYB8NEXKS0HY3QJG7T,http://www.smh.com.au/politics/victoria/care-home-sends-bag-marked-clinical-waste-to-resident-s-family-after-covid-case-20201012-p564bb.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Care home sends bag marked 'clinical waste' to resident's family after COVID case,Maureen O'Brien's family say Epping Gardens aged care home has questions to answer over its response to the coronavirus pandemic...,2020-10-13 04:58:07,
12,NUG3V1TU6YVPR887DJOSFWFW30M49BPA,http://www.smh.com.au/politics/federal/a-decade-of-deficits-as-spending-outpaces-revenue-for-years-20201012-p5649c.html?ref=rss&utm_medium=rss&utm_source=rss_feed,A decade of deficits as spending outpaces revenue for years,Josh Frydenberg would have to overtake Peter Costello as the nation's longest-served treasurer to even get close to seeing a surplus based on hi...,2020-10-13 04:45:00,
13,7NIQSAGVMF75DRGUBKM2CL9VXTCCPF1S,https://www.nytimes.com/2020/10/13/us/politics/fact-check-trump-rally-florida.html,Trump’s False Claims as He Resumes His Rallies After Hospitalization,"In Florida, the president made a series of inaccurate claims about his election opponent, the coronavirus pandemic, the Nobel Peace Prize and Cu...",2020-10-13 04:18:16,
14,4ISHBXFU2DHRBJZ3H3ZEC74QXAK9MULR,https://www.independent.co.uk/news/world/americas/us-politics/health-care-law-on-line-at-court-but-is-it-likely-to-fall-law-supreme-court-amy-coney-barrett-court-donald-trump-b1005954.html,"Health care law on line at court, but is it likely to fall?","To hear Democrats tell it, a Supreme Court with President Donald Trump&rsquo;s nominee Amy Coney Barrett could quickly get rid of the Affordable...",2020-10-13 04:09:55,
15,OPTB9VD9BH1CNBTLKJUKASRXTKM1I5MY,https://www.independent.co.uk/news/world/americas/us-politics/trump-intensifies-focus-on-harris-in-final-weeks-of-campaign-donald-trump-joe-biden-evidence-one-ap-b1005858.html,Trump intensifies focus on Harris in final weeks of campaign,President Donald Trump and his Republican allies are increasingly raising baseless questions about rival Joe Biden's health and alleging that hi...,2020-10-13 04:04:47,
16,ZPEJWOPGIEQAG1EJ21DQNL754BX6AUOT,https://www.independent.co.uk/news/world/americas/us-politics/how-a-probe-of-trumprussia-ties-turned-into-a-gop-rally-cry-donald-trump-jr-probe-fbi-intelligence-trump-b1005769.html,How a probe of Trump-Russia ties turned into a GOP rally cry,"The special counsel&rsquo;s investigation into ties between Russia and President Donald Trump&rsquo;s 2016 campaign revealed damaging, or at lea...",2020-10-13 04:03:49,
17,1QJO0Q4IFN59XRUKAT8GERYSL4OWCAFY,https://www.nytimes.com/2020/10/12/us/politics/california-gop-drop-boxes.html,California Republican Party Admits It Placed Misleading Ballot Boxes Around State,"Government officials say the receptacles are illegal and could lead to voter fraud, but the party says it will continue the practice...",2020-10-13 03:43:31,
18,WFC6DHZ8QOURSQYEXHNJ5ZUX5YMLYLPX,http://www.smh.com.au/politics/nsw/i-have-done-nothing-wrong-berejiklian-defends-relationship-again-20201013-p564ni.html?ref=rss&utm_medium=rss&utm_source=rss_feed,'I have done nothing wrong': Berejiklian defends relationship again,"Gladys Berejiklian has been forced to defend her relationship with former Wagga Wagga MP Daryl Maguire, who is the subject of a corruption inqui...",2020-10-13 03:19:55,
19,49DV4KG3VFQ7PZQXSHKLFDYB2HJBX0EU,http://www.scmp.com/week-asia/politics/article/3105183/what-chinas-struggles-thai-railway-say-about-belt-and-road,What China’s struggles with a Thai railway say about the Belt and Road,"When Foreign Minister Wang Yi visits Thailand on Wednesday and Thursday as part of his tour of Southeast Asia, China’s top diplomat is expected...",2020-10-13 02:30:19,https://cdn3.i-scmp.com/sites/default/files/styles/1280x720/public/video/thumbnail/beltandroad_thumbnail_landscape.jpg?itok=tbZmZAq6
20,CIBUMGRUEXAVIMTXSQDONQWOLT4LYZ0G,https://www.nytimes.com/2020/10/12/us/politics/trump-rally-florida.html,"Votes and Vitality in Mind, Trump Addresses Rally in Florida","“I feel so powerful,” the president said in a 65-minute speech. His voice sounded hoarse, but he claimed he was fully recovered and therefore im...",2020-10-13 01:27:14,
21,7KSUVYKKNTOHMEWFP9O42C052XF16QJL,https://www.independent.co.uk/news/world/americas/us-politics/mcconnell-mcgrath-spar-over-federal-response-to-coronavirus-amy-mcgrath-donald-trump-kentucky-senate-supreme-court-b1002622.html,"McConnell, McGrath spar over federal response to coronavirus",Republican Senate leader Mitch McConnell and Democratic challenger Amy McGrath have sparred over the federal response to the coronavirus crisis...,2020-10-13 01:18:53,
22,QFMLC0D83SSOEN8BCEJN1V7RDDK6EPFU,https://www.nytimes.com/2020/10/12/us/politics/trump-farmers-subsidies.html,Trump Funnels Record Subsidies to Farmers Ahead of Election Day,"Despite an extraordinary government bailout, America’s agriculture sector remains under severe economic pressure...",2020-10-13 01:05:22,
23,7KIROZLF9FN6IYJ5CEQZAVW71XUGSLPU,https://www.independent.co.uk/news/world/americas/us-politics/michigan-sheriff-dar-leaf-getchen-whitmer-william-null-b998048.html,Michigan sheriff urged to resign after ties to domestic terrorists in governor kidnapping plot emerge,&lt;p&gt;At least 160 people plan on attending protest about Dar Leaf on Tuesday&lt;/p&gt;...,2020-10-13 00:44:33,
24,KCON6MZRLAHPLQNMYDZ1RJDFBGIG73LS,https://www.nytimes.com/2020/10/12/us/politics/trump-coronavirus-journalists.html,"As Trump Flouts Safety Protocols, News Outlets Balk at Close Coverage","Newspapers and networks are wary of exposing their staff members to the president and his aides, saying they do not have assurance that basic pr...",2020-10-13 00:39:23,
25,II3YH8ZA5UN7WKCP196AQNLCFMCGYD7S,https://www.independent.co.uk/news/world/americas/us-politics/amy-coney-barrett-scotus-day-one-takeaways-b998462.html,Five takeaways from Day One of the Amy Coney Barrett hearings,&lt;p&gt;Democrats use Barrett hearings as campaign infomercial on how they&rsquo;ve protected Obamacare&lt;/p&gt;...,2020-10-13 00:03:59,
26,AANHICJTRBUFPBLDUV9KLEYQX2KRRUAF,http://www.scmp.com/news/china/politics/article/3105212/chinas-carbon-neutral-goals-slowed-inertia-climate-scientists,"China’s carbon neutral goals slowed by ‘inertia’, climate scientists warn",China’s goal of becoming carbon neutral by 2060 is unlikely to result in a rapid shift in energy use because of “inertia” in the energy and econ...,2020-10-13 00:00:17,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/methode/2020/10/13/cfdfe3be-0c7d-11eb-94e0-02af7fd927c6_image_hires_082332.jpg?itok=dBTCD7OJ
27,Z10ACBLGV6ZRJHQE3PCGLLTJ4L7BZHJY,https://www.independent.co.uk/news/world/americas/us-politics/trump-biden-try-to-line-up-by-fauci-as-they-court-voters-anthony-fauci-donald-trump-opinion-doctor-doctor-b1000476.html,"Trump, Biden try to line up by Fauci as they court voters",President Donald Trump and Democrat Joe Biden are both looking to harness the credibility of America&rsquo;s best-known infectious disease exper...,2020-10-12 23:23:34,
28,G8UIARBQ14DYVJIXN5KA6UOVJKFXSENW,http://www.scmp.com/news/china/politics/article/3105215/china-unveils-plan-turn-shenzhen-core-engine-reform,China unveils plan to turn Shenzhen into ‘core engine’ of reform,"Beijing has released a plan to turn Shenzhen, the hi-tech hub neighbouring Hong Kong, into a “core engine” of reform that it hopes will power gr...",2020-10-12 23:00:13,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/video/thumbnail/2019/08/19/190819_shenzhen_thumbnail.jpg?itok=hx1nQX44
29,UENZXTLPMQCEYTVYRBFD1CWAIV2I70OY,http://abcnews.go.com/Politics/senator-shares-familys-abortion-story-1st-sitting-senator/story?id=73572275," Senator shares family's abortion story, 1st sitting senator to do so",Michigan Sen. Gary Peters shared the story of his first wife's abortion. He's the first sitting senator to tell a personal abortion story...,2020-10-12 22:56:02,
30,FEK8JQW1QGTVYBYYKRBBKFCMAGHOMNXV,https://www.independent.co.uk/news/uk/politics/coronavirus-three-tier-system-lockdown-chris-whitty-boris-johnson-b995460.html,Coronavirus: Chris Whitty ‘not confident’ that top tier lockdown restrictions will work,&lt;p&gt;Appearing alongside Boris Johnson at press conference&amp;nbsp;&lt;/p&gt;...,2020-10-12 22:35:24,
31,AOVX2GWUK98FQMW9WECEMEGQTJFDNXUT,https://www.independent.co.uk/news/uk/politics/coronavirus-most-britons-think-government-does-not-have-a-clear-plan-poll-finds-b998392.html,"Coronavirus: Most Britons think government does not have a clear plan, poll finds","&lt;p&gt;Only 20 per cent of adults back Boris Johnson&rsquo;s strategy, according to a snap Yougov survey&lt;/p&gt;...",2020-10-12 21:36:55,
32,ATWZXBCGSBEZF3AYGNGSI9X0KZOHHUVW,http://abcnews.go.com/Politics/wireStory/roberta-mccain-john-mccains-mother-dies-108-73572273," Roberta McCain, John McCain's mother, dies at 108","Roberta McCain, the mother of the late Arizona Sen. John McCain, has died...",2020-10-12 20:58:24,
33,Z3JMWDWEM5VMFN7NCYPTADZLX6YQQ97C,https://www.theguardian.com/politics/2020/oct/12/boris-johnsons-latest-covid-strategy-no-hope-and-no-end-in-sight,Boris Johnson’s latest Covid strategy: no hope and no end in sight | John Crace,"Six months after the first lockdown and with countless promises broken, the PM looks knackeredCoronavirus – latest updatesSee all our coronaviru...",2020-10-12 19:48:45,https://i.guim.co.uk/img/media/f360f21198824e80a34d4703e5f28bfe4230bce1/0_131_3500_2101/master/3500.jpg?width=460&quality=85&auto=format&fit=max&s=bf9633671b344719cae71bb1a93657a9
34,BHYEIOCHCGYJXJQA8WDMS3TMQCEWEAY7,http://www.thedailybeast.com/chris-wallace-battles-fox-panelists-over-origin-of-out-of-control-politics-around-amy-coney-barrett-hearings?source=articles&via=rss,Chris Wallace Battles Fox Panelists Over Origin of ‘Out-of-Control’ Politics Around ACB Hearings,Fox NewsFox News anchor Chris Wallace on Monday debated with several colleagues during a break in Monday’s Senate Judiciary confirmation hearing...,2020-10-12 17:39:35,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_720,w_1280,x_0,y_0/dpr_2.0/c_limit,w_585/fl_lossy,q_auto/Grabien-10693332020-10-12_12-28-05-685-1_ctntxs"
35,YDWXX514HFXA7T9F20FTMYQDNX1SJZMN,https://www.theguardian.com/politics/2020/oct/12/ballet-dancer-could-reskill-with-job-in-cyber-security-suggests-uk-government-ad,Government scraps ballet dancer reskilling ad criticised as 'crass',Culture secretary distanced himself from widely mocked poster amid job losses in artsA government-backed advert that encouraged people working i...,2020-10-12 16:40:11,https://i.guim.co.uk/img/media/8d0c3a04becdb634200e32742e0de63fb04f5376/0_86_1073_644/master/1073.jpg?width=460&quality=85&auto=format&fit=max&s=33e23c3f0fc3ca7d4c81304eff25a86d
36,GS3VHL3LJDCU0ZPPHMJSQHK5VE7YF2YG,https://www.independent.co.uk/news/uk/politics/coronavirus-vaccine-uk-news-boris-johnson-b992642.html,"Coronavirus vaccine ‘cannot be taken for granted', warns Boris Johnson","&lt;p&gt;PM tells House of Commons there are &lsquo;very hopeful signs&rsquo;, but jab cannot be guaranteed&lt;/p&gt;...",2020-10-12 15:49:13,
37,VZFUO6BVH1IRX8SC3ENOW4XNTGZYQ9CE,https://www.independent.co.uk/news/uk/politics/when-boris-johnson-speech-today-new-restrictions-coronavirus-b990239.html,When is Boris Johnson’s speech today and what will the new restrictions be?,&lt;p&gt;Prime minister will address MPs before holding press conference&lt;/p&gt;...,2020-10-12 15:48:49,
38,X8HTZ9YCBM24HPFDFYLYGBLGAUXS3F7C,https://www.independent.co.uk/news/world/americas/us-politics/amy-coney-barrett-past-decisions-rulings-beliefs-supreme-court-trump-rbg-b556203.html,Amy Coney Barrett: Trump’s Supreme Court nominee has a history of controversy,&lt;p&gt;Federal judge named as SCOTUS nominee shares Mr Tump&rsquo;s hardline immigration views&lt;/p&gt;...,2020-10-12 15:34:53,
39,JUCVYD5QNDIGNIB2S4GZWLLOKD7WL1IV,https://www.independent.co.uk/news/world/americas/us-politics/ortland-protests-teddy-roosevelt-abraham-lincoln-statues-trump-biden-b991475.html,Portland protesters pull down statues of Teddy Roosevelt and Abraham Lincoln,&lt;p&gt;President Donald Trump claimed without evidence that demonstrators were &lsquo;Biden fools&rsquo;&lt;/p&gt;...,2020-10-12 15:30:15,
40,SWSDWEEAVKOCG7MA4VQ9G4NJJHBWIOXU,https://www.independent.co.uk/news/uk/politics/coronavirus-merseyside-liverpool-lockdown-three-tier-boris-johnson-b991726.html,Coronavirus: Liverpool and rest of Merseyside to enter 'very high' tier of lockdown system,"&lt;p&gt;Other areas with high infection rates, like Manchester, Newcastle and Nottingham, avoid new restrictions&lt;/p&gt;...",2020-10-12 15:19:01,
41,0E5I5PL6K1DRYXGVPSC9DJYG1T6ZOWHS,https://www.independent.co.uk/news/world/americas/us-politics/trump-news-polls-biden-covid-latest-us-2020-election-voters-b991890.html,Republicans fear president’s campaign is slipping: ‘It’s been a long time since Trump has had any good news’,"Three weeks before Election Day, President Donald Trump&rsquo;s campaign has been left reeling by a series of self-inflicted calamities...",2020-10-12 15:15:04,
42,9UBNSCSWMVHX94DQKZ7Q1VDNI8H6B6GA,https://www.independent.co.uk/news/world/americas/us-politics/trumps-task-resetting-campaign-that-gop-fears-is-slipping-donald-trump-support-president-joe-biden-white-house-b980960.html,Trump's task: Resetting campaign that GOP fears is slipping,"Three weeks before Election Day, President Donald Trump&rsquo;s campaign has been left reeling by a series of self-inflicted calamities...",2020-10-12 15:13:34,
43,3W6S5GTZ2CEU7GNLXBZBDGKWAMOJTH3S,https://www.independent.co.uk/news/world/americas/us-politics/amy-coney-barrett-supreme-court-confirmation-hearing-religion-abortion-b991646.html,"Amy Coney Barrett on abortion, politics and faith: 'I don’t think abortion or the right to abortion would change’","Supreme Court nominee Amy Coney Barrett, a former Notre Dame law professor and current judge on the Chicago-based 7th U.S. Circuit Court of Appe...",2020-10-12 14:57:49,
44,3CXQRSJDGPFGIOLYSW1ZAC0Z19NEM8CM,https://www.independent.co.uk/news/world/americas/us-politics/technical-problems-arise-as-early-voting-starts-in-georgia-problems-people-problems-jill-biden-ap-b991819.html,Technical problems arise as early voting starts in Georgia,Long lines of people eager to cast ballots have formed in Georgia on the state's first day of early in-person voting...,2020-10-12 14:51:18,
45,1Z3MIYK9NLVTAH0HV8SDOEINKROMSEC4,http://abcnews.go.com/Politics/wireStory/vision-2020-us-election-outcome-73564162, Vision 2020: How soon will we know the US election outcome?,How soon will we know the results of the U.S. election...,2020-10-12 14:43:03,
46,LPYXGO7NNAALSUEDUNMQZ4ZOVBPCJ4W5,https://www.independent.co.uk/news/uk/politics/coronavirus-manchester-lockdown-pubs-bars-restaurants-cases-b990996.html,"Coronavirus: Manchester fights off government threat to close its pubs and bars, after local protests","&lt;p&gt;Metro mayor Andy Burnham speaks of relief, saying: &lsquo;We are pleased the government has listened&rsquo;&lt;/p&gt;...",2020-10-12 14:35:34,
47,B0LVQAAQURYXCNPHCO31VTZPX3CLDR26,https://www.independent.co.uk/news/world/americas/us-politics/vision-2020-how-soon-will-we-know-the-us-election-outcome-vision-mail-us-donald-trump-results-b991026.html,Vision 2020: How soon will we know the US election outcome?,How soon will we know the results of the U.S. election...,2020-10-12 14:05:50,
48,GVQDKB8NTLUCYUH3Q4LBJ3TKEGWXINZR,https://www.independent.co.uk/news/uk/politics/boris-johnson-priti-patel-lefty-lawyers-bar-council-conservative-conference-b987199.html,Major legal body demands public apology from Boris Johnson over ‘lefty human rights lawyers’ comments,&lt;p&gt;Bar Council says there should never be a situation when a PM needs to be 'called upon to stop deliberately inflammatory language toward...,2020-10-12 13:33:51,
49,ON9AJFROVQSRJUFA31WZP20EHTNGQMW4,https://www.theguardian.com/politics/live/2020/oct/12/uk-coronavirus-news-boris-johnson-local-covid-restrictions-three-tier,"UK coronavirus live: north-east England to be in tier 2, council leaders told, leaving pubs and restaurants open",Measure means it would be unlawful for two households to meet indoors; Boris Johnson to reveal plan for country to be graded in three tiersNight...,2020-10-12 13:29:42,https://i.guim.co.uk/img/media/1974d2cf4cafe39d778dafb720d865f7a65e46ac/0_62_3500_2100/master/3500.jpg?width=460&quality=85&auto=format&fit=max&s=ba5d597b5ef7933ea3383f252f53c2b2
